                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                 8.6145402319462612E+000                  3.2806476299040752E+000                  2.0040459513797128E+001                 -2.1725801363410722E+007                  0.0000000000000000E+000                                        8                  2.8224629083575845E+008                 -4.3729445077916029E+000                  1.7496637917132487E+000                  1.0215709538440318E-001                  1.4524600896599178E+017                  1.1873871659177041E+009                  4.8293375023192329E+009                  1.3849835104412114E+000                  1.3505784228816076E+000                  3.4052530901304490E-001                  2.9792426836858876E+000                  1.0489500088476317E-001                  2.0000000000000000E+000                 -7.0660254645084493E+000                  1.2651531790735881E+001                  4.9598754346798684E+000                  1.7556968645736782E-003                  6.5825208107133324E+002                  3.2518928345986229E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  5.0454494195351661E-002                  2.1759307898831984E-001                  4.2626878344618579E-001                  1.7067937111378670E-001                  1.8396583268775899E-004                  1.1660952736480835E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2293102153752655E+007                  6.6340977580881528E+000                  5.7109890250519832E+000                  4.1089093343235855E-001                  7.3274320457596673E+002                  6.4439310660256565E+008                  8.8091508859053427E+000                  1.0550584073806679E+000                  2.3276502573038885E-002                  6.6982597488433372E+050                  4.1087416632381119E-001 
                 8.6145387321586213E+000                  3.2807456113156803E+000                  2.0040459798503342E+001                 -2.1731855622500915E+007                  0.0000000000000000E+000                                        8                  2.8221456594182485E+008                 -4.3727123355053932E+000                  1.7499967763567421E+000                  1.0215707354118028E-001                  1.4521285580383917E+017                  1.1871127156318367E+009                  4.8280913921377163E+009                  1.3849837035511232E+000                  1.3505786039358187E+000                  3.4053451600062740E-001                  2.9792154336426808E+000                  1.0489516472649406E-001                  2.0000000000000000E+000                 -7.0658843561746565E+000                  1.2651531095896734E+001                  4.9598763611320615E+000                  1.7560729067333000E-003                  6.5589538740060584E+002                  3.2516359133394195E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.9583120056094165E-002                  2.1721062292961041E-001                  4.3083424126335190E-001                  1.6991058736388640E-001                  1.8079323772689338E-004                  1.1668200443241519E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.8135387514751166E+007                  6.5974494378529558E+000                  5.6738418791067016E+000                  4.0968803525918496E-001                  7.2941194971777406E+002                  6.4838889192472100E+008                  8.8118355659896768E+000                  1.0565076251693188E+000                  2.3872635848349560E-002                  6.6982589310348865E+050                  4.0967124686780126E-001 
                 8.6145377321527299E+000                  3.2808106376936412E+000                  2.0040459988299386E+001                 -2.1734815982562415E+007                  0.0000000000000000E+000                                        8                  2.8219351422782624E+008                 -4.3725582343942202E+000                  1.7502176173476236E+000                  1.0215706262202910E-001                  1.4519085512058054E+017                  1.1869305812583852E+009                  4.8272640783937149E+009                  1.3849838375625283E+000                  1.3505787265473201E+000                  3.4054065504917774E-001                  2.9791972627648153E+000                  1.0489527382402820E-001                  2.0000000000000000E+000                 -7.0658141831961192E+000                  1.2651530632670637E+001                  4.9598768243581608E+000                  1.7563236963333599E-003                  8.7408833501408026E+002                  3.2515082734234024E+000                 -9.8999999999999986E+001                  1.8234110865407537E-030                  4.9003220408750478E-002                  2.1695689259275308E-001                  4.3389114148764846E-001                  1.6938107178717698E-001                  1.7869705765719511E-004                  1.1673033024830681E-004                  4.5476301007201386E-054                  3.1944581169555937E-009                  7.5446836202885598E+007                  6.5618556826299246E+000                  5.6380022528483602E+000                  4.0851333727625694E-001                  8.0027156660607648E+002                  6.5218057083302104E+008                  8.8143678565587233E+000                  1.0574712508238679E+000                  2.4268569164552046E-002                  6.6982581130516224E+050                  4.0849808270407356E-001 
                 8.6145367320020085E+000                  3.2808753564213045E+000                  2.0040460178087546E+001                 -2.1737731543199338E+007                  0.0000000000000000E+000                                        8                  2.8217256457961369E+008                 -4.3724048439928991E+000                  1.7504372527067127E+000                  1.0215705170451085E-001                  1.4516895934069062E+017                  1.1867493071232278E+009                  4.8264402928766861E+009                  1.3849839770100369E+000                  1.3505788511353749E+000                  3.4054679543415373E-001                  2.9791790867971581E+000                  1.0489538282858737E-001                  2.0000000000000000E+000                 -7.0657442783651261E+000                  1.2651530169444543E+001                  4.9598772875842583E+000                  1.7565734266092019E-003                  8.7083093190355328E+002                  3.2513812044115991E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.8424451194937559E-002                  2.1670444520043861E-001                  4.3696074704263588E-001                  1.6883453173242741E-001                  1.7662015019250269E-004                  1.1677865446486937E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2825185138779014E+007                  6.5299076010898798E+000                  5.6058107467872480E+000                  4.0745351800195434E-001                  8.6026368272273248E+002                  6.5564754116609132E+008                  8.8166704368409921E+000                  1.0584315861385902E+000                  2.4662791762407522E-002                  6.6982575676516837E+050                  4.0743936754781807E-001 
                 8.6145356483506355E+000                  3.2809451241490959E+000                  2.0040460383683193E+001                 -2.1740602075263854E+007                  0.0000000000000000E+000                                        8                  2.8214998331605333E+008                 -4.3722394662926645E+000                  1.7506738420925869E+000                  1.0215704078861645E-001                  1.4514535627079338E+017                  1.1865538891856925E+009                  4.8255518063010836E+009                  1.3849841341501614E+000                  1.3505789883134716E+000                  3.4055344897354484E-001                  2.9791593905871356E+000                  1.0489550080710074E-001                  2.0000000000000000E+000                 -7.0656746561837220E+000                  1.2651529667616273E+001                  4.9598777508103531E+000                  1.7568221174033935E-003                  8.3587173028978293E+002                  3.2512547302093395E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.7798798165254043E-002                  2.1643239552856061E-001                  4.4029930592891509E-001                  1.6822398162341873E-001                  1.7439145123848332E-004                  1.1683099383188917E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0059659567013130E+007                  6.4968022406517036E+000                  5.5724644094909603E+000                  4.0634982363196420E-001                  7.9597196968012008E+002                  6.5927160643407106E+008                  8.8190643719145783E+000                  1.0594682562168014E+000                  2.5087948912404602E-002                  6.6982570221743133E+050                  4.0633457638901094E-001 
                 8.6145343977787547E+000                  3.2810251453417179E+000                  2.0040460620898212E+001                 -2.1743893836279761E+007                  0.0000000000000000E+000                                        8                  2.8212408703040326E+008                 -4.3720497548940740E+000                  1.7509449464472480E+000                  1.0215702805544977E-001                  1.4511828518378531E+017                  1.1863297451161489E+009                  4.8245321142270489E+009                  1.3849843238960982E+000                  1.3505791496641222E+000                  3.4056112822056683E-001                  2.9791366562334280E+000                  1.0489563679495835E-001                  2.0000000000000000E+000                 -7.0655938038321846E+000                  1.2651529088583656E+001                  4.9598782912407957E+000                  1.7570997615636169E-003                  6.8121320059250468E+002                  3.2511079555810243E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.7078880277875892E-002                  2.1612048816186638E-001                  4.4416828985509932E-001                  1.6749463280926327E-001                  1.7184909111340115E-004                  1.1689135468572460E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6964406794266455E+007                  6.4590852700354029E+000                  5.5344693990925782E+000                  4.0508550897395940E-001                  7.4702283824695814E+002                  6.6343849653329372E+008                  8.8218006681887555E+000                  1.0606589830218840E+000                  2.5575774478439402E-002                  6.6982564311569612E+050                  4.0506931834957466E-001 
                 8.6145330635903878E+000                  3.2811098936545764E+000                  2.0040460873914913E+001                 -2.1747580037410680E+007                  0.0000000000000000E+000                                        8                  2.8209666536555141E+008                 -4.3718487999448508E+000                  1.7512317379006710E+000                  1.0215701350593590E-001                  1.4508961548416707E+017                  1.1860923476402111E+009                  4.8234513627597637E+009                  1.3849845369167504E+000                  1.3505793256419665E+000                  3.4056932210820262E-001                  2.9791123960206654E+000                  1.0489578168113474E-001                  2.0000000000000000E+000                 -7.0655019175234299E+000                  1.2651528470948866E+001                  4.9598789088755861E+000                  1.7573556903263579E-003                  7.2398353737127718E+002                  3.2509412788193788E+000                 -9.8999999999999986E+001                  2.3318395026924415E-031                  4.6313637882346513E-002                  2.1579030843356833E-001                  4.4831439478177809E-001                  1.6668635968909740E-001                  1.6917360873302287E-004                  1.1695568146577165E-004                  7.4422540029537935E-056                  4.0660436911725772E-010                  6.3774863824916825E+007                  6.4180749716823691E+000                  5.4931455461860095E+000                  4.0370239296417548E-001                  7.6986060644712336E+002                  6.6796769622282612E+008                  8.8247554599435016E+000                  1.0619219023983564E+000                  2.6092578323024564E-002                  6.6982557491062618E+050                  4.0368673885872491E-001 
                 8.6145320627693636E+000                  3.2811729810939383E+000                  2.0040461063668452E+001                 -2.1751184946557052E+007                  0.0000000000000000E+000                                        8                  2.8207625556779826E+008                 -4.3716991784638370E+000                  1.7514449672869503E+000                  1.0215699895925717E-001                  1.4506827332171072E+017                  1.1859156114286258E+009                  4.8226461655057259E+009                  1.3849847049174542E+000                  1.3505794606300909E+000                  3.4057546972850328E-001                  2.9790941925458232E+000                  1.0489589023590208E-001                  2.0000000000000000E+000                 -7.0654106094197511E+000                  1.2651528007722773E+001                  4.9598795265103766E+000                  1.7576863674280930E-003                  9.0438503412307841E+002                  3.2507757832721111E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.5741901726169050E-002                  2.1554463300585502E-001                  4.5143731735284948E-001                  1.6605746463043553E-001                  1.6719484268237623E-004                  1.1700386648781931E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1458566059609897E+007                  6.3783647620605342E+000                  5.4531263657666660E+000                  4.0235467589344864E-001                  8.4248599472419846E+002                  6.7250126505010438E+008                  8.8276931056317132E+000                  1.0628630861963462E+000                  2.6477324035039027E-002                  6.6982550214797563E+050                  4.0234042275555876E-001 
                 8.6145310618589033E+000                  3.2812358290221368E+000                  2.0040461253417501E+001                 -2.1752956785333507E+007                  0.0000000000000000E+000                                        8                  2.8205592545244038E+008                 -4.3715501103549563E+000                  1.7516572612091299E+000                  1.0215699168697237E-001                  1.4504701330047453E+017                  1.1857395492385895E+009                  4.8218437419934330E+009                  1.3849848771510169E+000                  1.3505795971518419E+000                  3.4058161811282239E-001                  2.9790759859474818E+000                  1.0489599867215862E-001                  2.0000000000000000E+000                 -7.0653651772568002E+000                  1.2651527544496673E+001                  4.9598798353277749E+000                  1.7578593869509583E-003                  8.9908936430689789E+002                  3.2506934867444670E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.5171335137937391E-002                  2.1529996204702082E-001                  4.5456651636800349E-001                  1.6541724331932486E-001                  1.6523020467388476E-004                  1.1705201533750589E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9203172599212527E+007                  6.3409698554670380E+000                  5.4155787495504875E+000                  4.0107784429294113E-001                  8.9974140611321593E+002                  6.7666396641842163E+008                  8.8303730501316000E+000                  1.0638020092451024E+000                  2.6860806254571483E-002                  6.6982544756573441E+050                  4.0106454171642364E-001 
                 8.6145300607747171E+000                  3.2812981774701742E+000                  2.0040461443158271E+001                 -2.1756439027848523E+007                  0.0000000000000000E+000                                        8                  2.8203575986077607E+008                 -4.3714021964068888E+000                  1.7518675855236174E+000                  1.0215697714450460E-001                  1.4502592126144077E+017                  1.1855648627967746E+009                  4.8210469368631496E+009                  1.3849850579992524E+000                  1.3505797368232217E+000                  3.4058776895684806E-001                  2.9790577701558294E+000                  1.0489610701923575E-001                  2.0000000000000000E+000                 -7.0652747781080194E+000                  1.2651527081270578E+001                  4.9598804529625715E+000                  1.7581866905764004E-003                  8.9574976626147384E+002                  3.2505298305555823E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.4603247777602377E-002                  2.1505734856090086E-001                  4.5770745974660720E-001                  1.6475443723650549E-001                  1.6329419671309408E-004                  1.1710007960782245E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7012625547260508E+007                  6.3038109307360051E+000                  5.3781178981861162E+000                  3.9980158947350480E-001                  8.8485903431935571E+002                  6.8103331348974860E+008                  8.8331683564221954E+000                  1.0647340720719525E+000                  2.7241151950294969E-002                  6.6982539297812776E+050                  3.9978811027634803E-001 
                 8.6145288927419106E+000                  3.2813706248961805E+000                  2.0040461664517640E+001                 -2.1758149340658538E+007                  0.0000000000000000E+000                                        8                  2.8201233062890601E+008                 -4.3712303058004469E+000                  1.7521118219230052E+000                  1.0215696987431368E-001                  1.4500141418943837E+017                  1.1853618850668182E+009                  4.8201207196419306E+009                  1.3849852741488622E+000                  1.3505799016420907E+000                  3.4059494582053457E-001                  2.9790365147473641E+000                  1.0489623327036515E-001                  2.0000000000000000E+000                 -7.0652298152082542E+000                  1.2651526540840129E+001                  4.9598807617799707E+000                  1.7583578163968138E-003                  8.5973791997255728E+002                  3.2504484774392166E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.3942006828158922E-002                  2.1477552706289577E-001                  4.6137827421709998E-001                  1.6396802931054250E-001                  1.6105243626755224E-004                  1.1715609816385595E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4531227958098255E+007                  6.2626491843459888E+000                  5.3368069468298884E+000                  3.9837904222539977E-001                  8.7064954552488575E+002                  6.8571007999521935E+008                  8.8361405336773107E+000                  1.0658187272482853E+000                  2.7683346857359105E-002                  6.6982533838037279E+050                  3.9836539303805146E-001 
                 8.6145277244649385E+000                  3.2814423074864769E+000                  2.0040461885866044E+001                 -2.1762334986325949E+007                  0.0000000000000000E+000                                        8                  2.8198915298116189E+008                 -4.3710601826197948E+000                  1.7523530389107307E+000                  1.0215695170186183E-001                  1.4497716366745395E+017                  1.1851610079290621E+009                  4.8192030742895184E+009                  1.3849855034223313E+000                  1.3505800712641927E+000                  3.4060212651344668E-001                  2.9790152450561029E+000                  1.0489635939896680E-001                  2.0000000000000000E+000                 -7.0651181307966251E+000                  1.2651526000409683E+001                  4.9598815338234639E+000                  1.7587527855190931E-003                  8.5646089812067930E+002                  3.2502465315431097E+000                 -9.8999999999999986E+001                  3.9072505131794833E-029                  4.3284815636367650E-002                  2.1449685248271777E-001                  4.6506363443816556E-001                  1.6314896331277595E-001                  1.5885351962516419E-004                  1.1721195508257821E-004                  2.0910907009282012E-051                  6.7775120264347397E-008                  5.2136849117190331E+007                  6.2197377720367086E+000                  5.2935277230815387E+000                  3.9688603747739182E-001                  8.0028130741065490E+002                  6.9090970449828756E+008                  8.8394212928148193E+000                  1.0668924292925175E+000                  2.8120633370334869E-002                  6.6982527467680149E+050                  3.9687124913660904E-001 
                 8.6145267230011981E+000                  3.2815034861728423E+000                  2.0040462075589371E+001                 -2.1763973103057258E+007                  0.0000000000000000E+000                                        8                  2.8196937396236509E+008                 -4.3709149716893014E+000                  1.7525587657070605E+000                  1.0215694443407895E-001                  1.4495646762416074E+017                  1.1849895668340123E+009                  4.8184195623335533E+009                  1.3849857045668124E+000                  1.3505802183315156E+000                  3.4060828221673145E-001                  2.9789970105001671E+000                  1.0489646737657116E-001                  2.0000000000000000E+000                 -7.0650737513003250E+000                  1.2651525537183586E+001                  4.9598818426408631E+000                  1.7589217574514085E-003                  6.8464505811252889E+002                  3.2501663360243898E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.2722976222339698E-002                  2.1425909305938107E-001                  4.6822702422820256E-001                  1.6243576856023881E-001                  1.5698361199039488E-004                  1.1725977004463079E-004                  1.7469895841748129E-007                  0.0000000000000000E+000                  5.0145913696376584E+007                  6.1749417388677088E+000                  5.2485866055639248E+000                  3.9531643217171170E-001                  6.8207067763315513E+002                  6.9613039415379989E+008                  8.8426905961585849E+000                  1.0678100826994201E+000                  2.8494017327328602E-002                  6.6982521095894349E+050                  3.9529915073506311E-001 
                 8.6145253875004943E+000                  3.2815843305417629E+000                  2.0040462328544582E+001                 -2.1767187223028023E+007                  0.0000000000000000E+000                                        8                  2.8194324141646391E+008                 -4.3707230376435229E+000                  1.7528302007036054E+000                  1.0215692990055773E-001                  1.4492911739586074E+017                  1.1847629811095669E+009                  4.8173830610883436E+009                  1.3849859852517032E+000                  1.3505804189874890E+000                  3.4061649320265402E-001                  2.9789726849699463E+000                  1.0489661118448788E-001                  2.0000000000000000E+000                 -7.0649855115469986E+000                  1.2651524919548791E+001                  4.9598824602756579E+000                  1.7591699728067912E-003                  5.0510603608840057E+002                  3.2500069673050929E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.1977944671570039E-002                  2.1394508280610583E-001                  4.7245578595550081E-001                  1.6145532215102887E-001                  1.5453045306716194E-004                  1.1732334107614393E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7584303589643978E+007                  6.1269560743987430E+000                  5.2003143679561656E+000                  3.9362238339148514E-001                  5.4707334417319612E+002                  7.0189274826364994E+008                  8.8462707554406350E+000                  1.0690235606658245E+000                  2.8987276915419798E-002                  6.6982515633839724E+050                  3.9360093291416404E-001 
                 8.6145240517886368E+000                  3.2816644319939225E+000                  2.0040462581491109E+001                 -2.1770318379418589E+007                  0.0000000000000000E+000                                        8                  2.8191735371778023E+008                 -4.3705328204378384E+000                  1.7530987088249266E+000                  1.0215691536973770E-001                  1.4490201735246176E+017                  1.1845384447385612E+009                  4.8163549401549187E+009                  1.3849862787117344E+000                  1.3505806243090219E+000                  3.4062470747155443E-001                  2.9789483468989992E+000                  1.0489675479576684E-001                  2.0000000000000000E+000                 -7.0648979871030742E+000                  1.2651524301913994E+001                  4.9598830779104555E+000                  1.7593849750356587E-003                  4.5146890445982416E+002                  3.2498489973421569E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.1237230278598588E-002                  2.1363414768276537E-001                  4.7669396549716142E-001                  1.6044561777274252E-001                  1.5211781608105346E-004                  1.1738670893922093E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5124905036061063E+007                  6.0734581168361439E+000                  5.1465347203183258E+000                  3.9171802044850357E-001                  4.8572471337741121E+002                  7.0834326820420694E+008                  8.8502437709080901E+000                  1.0702270180143401E+000                  2.9475910594906066E-002                  6.6982508350074567E+050                  3.9169397644299192E-001 
                 8.6145227158707289E+000                  3.2817437739493829E+000                  2.0040462834429498E+001                 -2.1773366432409316E+007                  0.0000000000000000E+000                                        8                  2.8189171620653492E+008                 -4.3703443584311543E+000                  1.7533642235421669E+000                  1.0215690084159312E-001                  1.4487517283835501E+017                  1.1843160013235140E+009                  4.8153353759324808E+009                  1.3849865852043539E+000                  1.3505808343918448E+000                  3.4063292510717280E-001                  2.9789239959703697E+000                  1.0489689820837768E-001                  2.0000000000000000E+000                 -7.0648111967027791E+000                  1.2651523684279198E+001                  4.9598836955452521E+000                  1.7595988433209584E-003                  5.0059916961165806E+002                  3.2496924548062180E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.0501056955069864E-002                  2.1332635722044438E-001                  4.8094006105513726E-001                  1.5940695493692450E-001                  1.4974612149227110E-004                  1.1744985296991854E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2765444029891700E+007                  6.0169893739473324E+000                  5.0897892125165818E+000                  3.8968962226235498E-001                  5.4705111971873839E+002                  7.1524233050834584E+008                  8.8544532095940252E+000                  1.0714200675466068E+000                  2.9959776387352692E-002                  6.6982501065421261E+050                  3.8966837883515787E-001 
                 8.6145213797518601E+000                  3.2818223407664666E+000                  2.0040463087360475E+001                 -2.1776331287365895E+007                  0.0000000000000000E+000                                        8                  2.8186633391577888E+008                 -4.3701576878129211E+000                  1.7536266820360649E+000                  1.0215688631609857E-001                  1.4484858888568771E+017                  1.1840956919086671E+009                  4.8143245343958464E+009                  1.3849869049727901E+000                  1.3505810493265571E+000                  3.4064114619019947E-001                  2.9788996318788761E+000                  1.0489704142054110E-001                  2.0000000000000000E+000                 -7.0647251588192477E+000                  1.2651523066644399E+001                  4.9598843131800479E+000                  1.7598426522014727E-003                  6.8908525109357015E+002                  3.2495373701239934E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.9769642845821691E-002                  2.1302177763422334E-001                  4.8519256156687746E-001                  1.5833967040901309E-001                  1.4741573974631555E-004                  1.1751275277858657E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0503586372414924E+007                  5.9611937400503257E+000                  5.0337217806280510E+000                  3.8766661836042549E-001                  6.8024980064663237E+002                  7.2222267547644997E+008                  8.8586711197591814E+000                  1.0726023362506369E+000                  3.0438738571161712E-002                  6.6982493779884517E+050                  3.8764961909277812E-001 
                 8.6145203775162056E+000                  3.2818806721985005E+000                  2.0040463277053650E+001                 -2.1779212893300954E+007                  0.0000000000000000E+000                                        8                  2.8184749236862248E+008                 -4.3700190569246020E+000                  1.7538211818768683E+000                  1.0215687179322683E-001                  1.4482884988030774E+017                  1.1839320888326356E+009                  4.8135730540568981E+009                  1.3849871549211508E+000                  1.3505812142319535E+000                  3.4064731477383431E-001                  2.9788813483210599E+000                  1.0489714870063296E-001                  2.0000000000000000E+000                 -7.0646398946490558E+000                  1.2651522603418304E+001                  4.9598849308148454E+000                  1.7601525206415657E-003                  8.5106494095193921E+002                  3.2493837752341483E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.9224811366944737E-002                  2.1279579865338910E-001                  4.8838560224332023E-001                  1.5751801803990403E-001                  1.4569918254739317E-004                  1.1755972936851643E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8871218618167721E+007                  5.9100076725474491E+000                  4.9822689566662781E+000                  3.8579402234780669E-001                  7.8066748149579757E+002                  7.2885487303124118E+008                  8.8626410617662188E+000                  1.0734803812882872E+000                  3.0794111766123011E-002                  6.6982486493340360E+050                  3.8577928038715287E-001 
                 8.6145193752077702E+000                  3.2819387058118004E+000                  2.0040463466744345E+001                 -2.1780622487795882E+007                  0.0000000000000000E+000                                        8                  2.8182874923531151E+008                 -4.3698811143066560E+000                  1.7540145115221097E+000                  1.0215686453276494E-001                  1.4480921171278454E+017                  1.1837693122410309E+009                  4.8128249633791676E+009                  1.3849874100073252E+000                  1.3505813810085483E+000                  3.4065348444663412E-001                  2.9788630604294033E+000                  1.0489725585982602E-001                  2.0000000000000000E+000                 -7.0645975566790504E+000                  1.2651522140192206E+001                  4.9598852396322437E+000                  1.7603137609322568E-003                  8.0185220800848424E+002                  3.2493075414227071E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.8681903084492902E-002                  2.1257106444874796E-001                  4.9158005001922744E-001                  1.5668588041410320E-001                  1.4399832284792577E-004                  1.1760660124966453E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7288560022793584E+007                  5.8621675154453596E+000                  4.9342973562298242E+000                  3.8402911227076542E-001                  8.1554846098312896E+002                  7.3500244189322555E+008                  8.8662887819399643E+000                  1.0743547469972274E+000                  3.1147707084994782E-002                  6.6982481027471548E+050                  3.8401506258204754E-001 
                 8.6145182056839289E+000                  3.2820057004930052E+000                  2.0040463688045175E+001                 -2.1783379225105684E+007                  0.0000000000000000E+000                                        8                  2.8180711579281729E+008                 -4.3697218249903340E+000                  1.7542372520635805E+000                  1.0215685001377824E-001                  1.4478653835046957E+017                  1.1835813530802097E+009                  4.8119601339549551E+009                  1.3849877196877212E+000                  1.3505815800062437E+000                  3.4066068579836084E-001                  2.9788417117372830E+000                  1.0489738073936052E-001                  2.0000000000000000E+000                 -7.0645134830627088E+000                  1.2651521599761759E+001                  4.9598858572670403E+000                  1.7606058135703944E-003                  7.9372818497030869E+002                  3.2491562220018362E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.8053130159696656E-002                  2.1231181728216925E-001                  4.9530918080626229E-001                  1.5569087761451358E-001                  1.4205076811692779E-004                  1.1766102789499186E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5509628986829840E+007                  5.8150693723601394E+000                  4.8869401222660489E+000                  3.8227745006133884E-001                  8.1853480506369760E+002                  7.4132371939531660E+008                  8.8700078960312236E+000                  1.0753641263070888E+000                  3.1555544502323341E-002                  6.6982475561102814E+050                  3.8226351516705243E-001 
                 8.6145173702236342E+000                  3.2820531687771242E+000                  2.0040463846114800E+001                 -2.1785392203007743E+007                  0.0000000000000000E+000                                        8                  2.8179178993966019E+008                 -4.3696089368625488E+000                  1.7543948324908922E+000                  1.0215683912621497E-001                  1.4477047218592010E+017                  1.1834481535617971E+009                  4.8113467165191355E+009                  1.3849879474444680E+000                  1.3505817245462524E+000                  3.4066583135258033E-001                  2.9788264560667659E+000                  1.0489746984294415E-001                  2.0000000000000000E+000                 -7.0644509648411162E+000                  1.2651521213740013E+001                  4.9598863204931360E+000                  1.7608385466521394E-003                  8.6002397268453012E+002                  3.2490437518795647E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.7606563006935725E-002                  2.1212823981092505E-001                  4.9797343956961571E-001                  1.5496739499550538E-001                  1.4067944958593402E-004                  1.1769975835358059E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4280952397842176E+007                  5.7691216801369531E+000                  4.8408014480790751E+000                  3.8055484951501661E-001                  8.0183313803493456E+002                  7.4752492175084805E+008                  8.8736256761917183E+000                  1.0760795166875508E+000                  3.1844364622807243E-002                  6.6982469182616376E+050                  3.8054068667270058E-001 
                 8.6145163676029863E+000                  3.2821098215694833E+000                  2.0040464035796326E+001                 -2.1786708223764140E+007                  0.0000000000000000E+000                                        8                  2.8177350084308726E+008                 -4.3694741856039210E+000                  1.7545827118100803E+000                  1.0215683186863202E-001                  1.4475129700567693E+017                  1.1832891679591665E+009                  4.8106141121607800E+009                  1.3849882260487236E+000                  1.3505818999268950E+000                  3.4067200723741259E-001                  2.9788081444851460E+000                  1.0489757665798387E-001                  2.0000000000000000E+000                 -7.0644095429726974E+000                  1.2651520750513914E+001                  4.9598866293105344E+000                  1.7609962251437735E-003                  7.5174721039120880E+002                  3.2489692588047525E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.7072772875155348E-002                  2.1190923844729348E-001                  5.0117066785566611E-001                  1.5408911455943472E-001                  1.3904974269025400E-004                  1.1774611386544128E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2849661520304583E+007                  5.7223322544864654E+000                  4.7938862415391306E+000                  3.7878653527192152E-001                  7.6576653583822497E+002                  7.5384161887341475E+008                  8.8772801107576687E+000                  1.0769338598249170E+000                  3.2189031807630393E-002                  6.6982464625953346E+050                  3.7877177082833180E-001 
